0.000000000000000000e+00|1.063280064409008463e-01
1.000000000000000056e-01|1.170222199032310006e-01
2.000000000000000111e-01|1.014462168990707958e-01
2.999999999999999889e-01|9.785322427951634316e-02
4.000000000000000222e-01|1.000315443693061690e-01
5.000000000000000000e-01|8.730976244816229803e-02
5.999999999999999778e-01|1.239640226642107490e-01
6.999999999999999556e-01|9.191986902124919812e-02
8.000000000000000444e-01|1.357359777623561581e-01
9.000000000000000222e-01|1.193129636529542126e-01
1.000000000000000000e+00|9.057271301023116228e-02
1.100000000000000089e+00|1.005463244220328733e-01
1.199999999999999956e+00|1.066602403110612912e-01
1.300000000000000044e+00|9.420021327679520273e-02
1.399999999999999911e+00|1.269158574579532239e-01
1.500000000000000000e+00|1.082754743846870427e-01
1.600000000000000089e+00|1.403139881061683247e-01
1.699999999999999956e+00|1.607289022091956676e-01
1.800000000000000044e+00|9.886758110239669828e-02
1.899999999999999911e+00|1.013614057540940527e-01
2.000000000000000000e+00|7.856986047644527738e-02
2.100000000000000089e+00|1.183974946017066765e-01
2.200000000000000178e+00|1.366664663929718360e-01
2.299999999999999822e+00|1.165098430110148159e-01
2.399999999999999911e+00|1.170598464524185978e-01
2.500000000000000000e+00|8.911200429066133688e-02
2.600000000000000089e+00|1.370142450674851631e-01
2.700000000000000178e+00|1.354881154897158435e-01
2.799999999999999822e+00|1.078588344171235031e-01
2.899999999999999911e+00|1.282822380576222332e-01
3.000000000000000000e+00|1.315502608147927910e-01
3.100000000000000089e+00|1.011532001733367186e-01
3.200000000000000178e+00|1.014693511222430761e-01
3.299999999999999822e+00|1.099653723549520734e-01
3.399999999999999911e+00|1.311183001260431413e-01
3.500000000000000000e+00|1.185324571629235019e-01
3.600000000000000089e+00|9.201864343015504766e-02
3.700000000000000178e+00|1.352340646044798977e-01
3.799999999999999822e+00|1.620060330620243794e-01
3.899999999999999911e+00|1.988794509164530655e-01
4.000000000000000000e+00|1.278798943563905499e-01
4.099999999999999645e+00|1.274912781183970834e-01
4.200000000000000178e+00|1.279356960814112543e-01
4.299999999999999822e+00|1.533219811526011778e-01
4.400000000000000355e+00|1.104850154310131893e-01
4.500000000000000000e+00|7.837461470365028604e-02
4.599999999999999645e+00|1.557842808836897019e-01
4.700000000000000178e+00|1.312925385609143014e-01
4.799999999999999822e+00|1.072838733389473304e-01
4.900000000000000355e+00|9.517024941017783457e-02
5.000000000000000000e+00|1.367154273419630972e-01
5.099999999999999645e+00|1.609317982298117122e-01
5.200000000000000178e+00|1.139920151704970075e-01
5.299999999999999822e+00|1.114947541409637699e-01
5.400000000000000355e+00|1.868842983173782113e-01
5.500000000000000000e+00|1.501310393488669293e-01
5.599999999999999645e+00|1.498635221632836911e-01
5.700000000000000178e+00|1.359130927432912472e-01
5.799999999999999822e+00|1.611436684867301461e-01
5.900000000000000355e+00|9.541144938500327466e-02
6.000000000000000000e+00|1.022011683126044790e-01
6.099999999999999645e+00|1.490536337842625070e-01
6.200000000000000178e+00|1.114490543544718881e-01
6.299999999999999822e+00|9.650481759319169683e-02
6.400000000000000355e+00|8.868546093451035173e-02
6.500000000000000000e+00|1.655233980232734270e-01
6.599999999999999645e+00|1.271920696008531915e-01
6.700000000000000178e+00|1.370973031653200114e-01
6.799999999999999822e+00|1.152225041893519542e-01
6.900000000000000355e+00|1.179339561484390314e-01
7.000000000000000000e+00|1.262025409955576105e-01
7.099999999999999645e+00|1.099761205345613502e-01
7.200000000000000178e+00|8.196222975298508850e-02
7.299999999999999822e+00|7.211910524901879449e-02
7.400000000000000355e+00|1.238686737665125048e-01
7.500000000000000000e+00|1.432470613602996878e-01
7.599999999999999645e+00|7.933437111060752389e-02
7.700000000000000178e+00|1.126627795099318374e-01
7.799999999999999822e+00|1.234491489698811839e-01
7.900000000000000355e+00|1.548963653524565998e-01
8.000000000000000000e+00|1.318101946059948848e-01
8.099999999999999645e+00|1.233925975897147143e-01
8.199999999999999289e+00|8.271229851330408334e-02
8.300000000000000711e+00|1.291709847337156325e-01
8.400000000000000355e+00|1.486010330043452399e-01
8.500000000000000000e+00|9.138218775457940257e-02
8.599999999999999645e+00|1.115245131885624630e-01
8.699999999999999289e+00|1.474977141686404647e-01
