0.000000000000000000e+00	-1.739202882635834885e-03
1.000000000000000056e-01	-2.068845542183562515e-03
2.000000000000000111e-01	-1.557006640698327827e-03
2.999999999999999889e-01	4.862318821562704174e-03
4.000000000000000222e-01	8.794997563312441109e-04
5.000000000000000000e-01	-4.477493803087812321e-03
5.999999999999999778e-01	4.348028749962886373e-03
6.999999999999999556e-01	-1.812357716353575100e-03
8.000000000000000444e-01	7.060785417810978501e-03
9.000000000000000222e-01	7.963782953708703786e-04
1.000000000000000000e+00	1.599019284232673557e-04
1.100000000000000089e+00	-4.674589805622230212e-03
1.199999999999999956e+00	-1.030162488597361403e-03
1.300000000000000044e+00	-7.371120701818922524e-04
1.399999999999999911e+00	2.228644380462404748e-03
1.500000000000000000e+00	-4.954712262746655167e-03
1.600000000000000089e+00	2.780948513595987021e-03
1.699999999999999956e+00	2.291695612485243790e-03
1.800000000000000044e+00	6.250643258135227991e-04
1.899999999999999911e+00	5.085962913241264156e-03
2.000000000000000000e+00	5.068435200409104717e-03
2.100000000000000089e+00	-4.168346386477526921e-03
2.200000000000000178e+00	-9.674988591146303600e-05
2.299999999999999822e+00	3.900843001672056349e-03
2.399999999999999911e+00	5.989188920209454099e-03
2.500000000000000000e+00	-1.608099864564739448e-03
2.600000000000000089e+00	-9.701687810860467383e-04
2.700000000000000178e+00	4.388209335266541646e-03
2.799999999999999822e+00	2.066169352640674986e-03
2.899999999999999911e+00	-3.286118058902555775e-03
3.000000000000000000e+00	1.416850054322217178e-03
3.100000000000000089e+00	3.960851060930909232e-03
3.200000000000000178e+00	7.843817710495861687e-04
3.299999999999999822e+00	4.198229622537508893e-03
3.399999999999999911e+00	6.032020199695406829e-03
3.500000000000000000e+00	-2.875306616408572838e-03
3.600000000000000089e+00	4.130830803333332413e-03
3.700000000000000178e+00	-3.367783244748980692e-03
3.799999999999999822e+00	-2.004580240183006894e-03
3.899999999999999911e+00	-2.271254015852607749e-03
4.000000000000000000e+00	2.202300923265623593e-03
4.099999999999999645e+00	1.052559116650352141e-03
4.200000000000000178e+00	1.291819304152917302e-03
4.299999999999999822e+00	2.037860334297947676e-03
4.400000000000000355e+00	2.285703704331400535e-03
4.500000000000000000e+00	2.462878310540573667e-03
4.599999999999999645e+00	-2.100451879027661999e-03
4.700000000000000178e+00	-2.692747801645509198e-03
4.799999999999999822e+00	-4.429520206960612001e-03
4.900000000000000355e+00	-8.127763096612647007e-04
5.000000000000000000e+00	-7.941867153198796663e-05
5.099999999999999645e+00	-4.406782611065151317e-03
5.200000000000000178e+00	-1.081831443495934750e-03
5.299999999999999822e+00	1.685607309210378863e-04
5.400000000000000355e+00	1.252597957425864760e-03
5.500000000000000000e+00	2.337749084745492385e-04
5.599999999999999645e+00	-8.525642584765252222e-04
5.700000000000000178e+00	1.233378233550161667e-03
5.799999999999999822e+00	-4.049612610492515224e-03
5.900000000000000355e+00	-4.543699987292241886e-03
6.000000000000000000e+00	-1.951207282185215674e-03
6.099999999999999645e+00	-3.376700516124890063e-04
6.200000000000000178e+00	-1.643948697845613871e-03
6.299999999999999822e+00	-1.125274557891355401e-03
6.400000000000000355e+00	3.026173975332050858e-03
6.500000000000000000e+00	-2.071487971753242004e-03
6.599999999999999645e+00	3.053868068240635746e-03
6.700000000000000178e+00	2.789768222339849852e-03
6.799999999999999822e+00	-3.972667508240929415e-03
6.900000000000000355e+00	-7.405099400721716282e-03
7.000000000000000000e+00	3.330245607484157069e-04
7.099999999999999645e+00	3.471699268562439180e-04
7.200000000000000178e+00	-1.102764960849073050e-03
7.299999999999999822e+00	-2.621458803736943007e-03
7.400000000000000355e+00	-1.021563534197824285e-03
7.500000000000000000e+00	-6.695022887867958968e-03
7.599999999999999645e+00	-2.245166751641459839e-03
7.700000000000000178e+00	-1.946287204283309339e-03
7.799999999999999822e+00	-1.708486836182747772e-03
7.900000000000000355e+00	-2.660877475790776429e-03
8.000000000000000000e+00	-5.502498805333348383e-03
8.099999999999999645e+00	-4.363690707790660213e-05
8.199999999999999289e+00	-1.261035544931227289e-03
8.300000000000000711e+00	-2.077118922068685921e-03
8.400000000000000355e+00	-2.344189735855550967e-03
8.500000000000000000e+00	-4.075066847605112418e-03
8.599999999999999645e+00	-6.417989573702435196e-03
8.699999999999999289e+00	-6.413977242477907938e-04
8.800000000000000711e+00	1.066103166428457056e-03
8.900000000000000355e+00	2.099762817507888884e-04
9.000000000000000000e+00	2.209765402216435758e-04
9.099999999999999645e+00	3.307991827905738032e-04
9.199999999999999289e+00	7.250359956578685027e-04
9.300000000000000711e+00	-6.334414190198877932e-04
9.400000000000000355e+00	-7.264088321287933900e-03
9.500000000000000000e+00	-1.524822659129401996e-03
9.599999999999999645e+00	3.843959052145665047e-03
9.699999999999999289e+00	1.379530781218229986e-03
9.800000000000000711e+00	5.028494701369349423e-03
9.900000000000000355e+00	1.614118299261753289e-03
1.000000000000000000e+01	-1.317054080015024999e-03
1.009999999999999964e+01	3.316691308371295163e-03
1.019999999999999929e+01	1.108526070405168977e-03
1.030000000000000071e+01	-6.756187241362715708e-04
1.040000000000000036e+01	3.397439400559774513e-03
1.050000000000000000e+01	-1.329978042237164176e-03
1.059999999999999964e+01	2.077892389983733261e-03
1.069999999999999929e+01	-1.945092806663267261e-03
1.080000000000000071e+01	2.932742530378079464e-03
1.090000000000000036e+01	-1.331487916420147355e-03
1.100000000000000000e+01	-3.722259458211762701e-04
1.109999999999999964e+01	8.591148415753970587e-04
1.119999999999999929e+01	4.005194193760475661e-03
1.130000000000000071e+01	3.787778862009581228e-03
1.140000000000000036e+01	4.821922129753039230e-03
1.150000000000000000e+01	7.523943349466829991e-04
1.159999999999999964e+01	-6.592002343042036201e-04
1.169999999999999929e+01	-4.724840616132908698e-04
1.180000000000000071e+01	-1.847172393742411729e-04
1.190000000000000036e+01	4.620656857026068931e-04
1.200000000000000000e+01	4.037305151067925243e-03
1.209999999999999964e+01	3.234750698387642200e-03
1.219999999999999929e+01	4.434401632473595339e-03
